Opportunity Id,Account,Opp Name,Account Owner,Old Use_case__c,Proposed Use_case__c (Claude),Confidence,Needs Review,Rationale,Final Use Case Type (human),Litmus Test,Evidence,Tier,EAR,Revised Use Case Type (Pass 2),Pass 2 Notes
006UY00000K5TkFYAV,Qualtrics,Qualtrics - Synthetic Surveys - Workload,Micah Manzano,"Identity Verification / ""Know Your Customer""",AI - Processing Pipelines,High,FALSE,Doc: orchestrate asynchronous generation of synthetic survey responses where 'synthetic responses come from an LLM rather than a vendor'. Fixed pipeline running data through an LLM to produce results. Old KYC value was wrong.,,"Is it a fixed pipeline running data through AI models (RAG, doc/media processing, inference, classification)?",Doc Use Case Details: 'Orchestrate the asynchronous generation of synthetic survey responses for a published survey given a panel configuration... synthetic respo...,2,10200,,

006UY0000072Nz4YAE,Natera Inc.,Natera Post Lab Orchestrator,Jessica McElroy,Business processes,Data Pipelines & ETL,High,FALSE,"Doc: 'Biomedic analysis pipelines, 400 samples each processed in a workflow to generate results... results processed in subanalysis; ARM coordinates processing steps for lab test orders.' Moving/transforming sequencer sample da...",,"Is the primary outcome moving/transforming data between systems (sync, ingest, transform, load), not delivering a product workflow?","Opp details: 'PLO - Post Lab Orchestrator. Integration with labs, coordinating processing steps for analyzing results from sequencer runs'; doc: 'Biomedic analysi...",2,9552,,"Genetic-testing lab; doc: 'biomedic analysis pipelines, 400 samples processed in a workflow to generate results', coordinates lab…"

006UY00000Bwb7KYAR,OpenSea,OpenSea-Rewards,Jesse Malik,Business processes,Other,Low,TRUE,"Opp details = compute user scores for leaderboards/algorithms. Linked doc covers a DIFFERENT workload (chain/block backfill into Kafka) and does not match this opp, so anchored to opp fields. Scoring/leaderboard compute fits no...",,Doesn't cleanly fit any above; needs a free-text description.,Opp details: 'Workflows that compute the scores of users for various leaderboards and algorithms.' Doc is about 'Chain Backfill' (block backfill into Kafka) - wro...,2,9024,,NFT marketplace; opp = compute user scores for leaderboards/algorithms. Linked doc is a different workload (chain backfill). Scor…

0065f00000PX31AAAT,SoFi,SoFi - Underwriting - uw-remediator,Sean Dunbar,Business processes,Financial Services & Lending,High,FALSE,"Doc: loan-application remediation in Underwriting - 'when a user submits an application (loan) for initial approval... determines which workflow to start, if declined e.g. due to bad credit history.' Regulated lending/underwrit...",,Is the primary outcome a financial product workflow beyond payments (loan/underwriting/claims/approvals/settlement) with regulated steps?,"Doc: 'Remediation manager, when a user submits an application (loan) for initial approval... if declined e.g. due to bad credit history'; team = Underwriting.",2,8760,,

006UY000009qvzVYAQ,DoorDash,DoorDash - Labs CI Pipeline,Alex Mark,Infrastructure applications,Infrastructure Automation & CI/CD,High,FALSE,Opp name and details both state 'CI pipeline'. Primary outcome is shipping/operating software via continuous integration. Direct unambiguous match to the CI/CD litmus.,,"Is the primary outcome shipping/operating infra or software (deploy, provision, upgrade, rotate, rollback)?",Opp name 'DoorDash - Labs CI Pipeline'; details: 'CI pipeline'.,1,8700,,

006UY00000WsLY5YAN,Booking.com,Booking.com - CentralTech - Commissions Avoidance,Mael Ropars,Business processes,Other,Medium,TRUE,Doc: Supplier Fraud Integrity team detecting Commission Avoidance fraud via feedback loops on reservation cancellations. Primary outcome is fraud detection/handling (not money movement; comms are only a means). No clean fit -> ...,,Doesn't cleanly fit any above; needs a free-text description.,"Doc: 'Commission Avoidance (CA) is the act of partners trying to avoid paying commission... Supplier integrity team is tasked with detecting, responding, preventi...",2,8424,,Travel platform. Opp doc: supplier-integrity team detecting commission-avoidance fraud via feedback loops on cancellations; fraud…

0065f00000PWp1aAAD,Vinted,Vinted-Pay,Stuart Herd,Business Transactions,Payment Processing & Settlement,High,FALSE,"Opp is 'Vinted-Pay', a Payment Service by Vinted powered by Temporal (stealth project) being rolled out in ramp-up phases. The product IS a payment service - money movement is the primary outcome.",,"Is the primary outcome 'money moves correctly' (auth, capture, settlement, reconciliation)? Includes payment gateway integrations.",Use_Case_Details__c: 'Payment Service by Vinted that would be powered by Temporal (stealth project)... rolling out... in multiple ramp up phases'. Opp name 'Vinte...,1,8400,,

006UY000008lpk1YAA,Glovo,Glovo - Courier,Stuart Herd,Business processes,Customer Onboarding & Identity Verification,Medium,TRUE,"Workload is the 'courier onboarding' use case (a distinct namespace per Gong). Primary outcome = onboard/activate new couriers onto the platform. Couriers are workers not KYC customers, and details add a 'monolith->microservice...",,Is the primary outcome getting a new customer verified + onboarded (KYC/KYB + activation)?,Details: 'Courier Onboarding - modernization of a monolith app into a distributed application using microservices.' Gong lists 'courier onboarding' as a distinct ...,3,8350.56,,Glovo=courier delivery app. Workload = courier onboarding (distinct namespace per Gong). Onboarding best fit but couriers aren't …

006UY00000CRTv3YAH,Messari,Messari - Notifications - Workload,Jesse Malik,SMS & Emails,Communications & Marketing Platform,High,FALSE,Notifications workload: onboarding many users driving a substantial increase in volume of emails sent for specific notification types. Primary outcome is orchestrating outbound comms (email/notifications) at scale.,,"Is the primary outcome orchestrating outbound comms/campaigns (email/SMS/push), routing, timing, compliance?",Details: 'onboarding a large number of users... will lead to a substantial increase in the volume of emails sent for specific types of notifications.' Opp name 'N...,1,8100,,

006UY0000087Jz1YAE,U.S. Bank,US Bank - Expand - SMB Group - Payroll Integration,Ben Luger,Business processes,Data Pipelines & ETL,High,FALSE,Gusto runs the payroll; Temporal's role is explicitly the backend sync / internal data synching and the Gusto API integration to exchange SMB customer info. Primary outcome of the Temporal workload is moving/syncing data betwee...,,"Is the primary outcome moving/transforming data between systems (sync, ingest, transform, load), not delivering a product workflow?",Doc + details: 'Gusto will do the payroll itself. Temporal will be used on workflow for the backend sync and internal data synching. The integration with the Gust...,2,7957.8,,Bank SMB platform. Doc confirms Gusto runs payroll; Temporal = backend sync + Gusto API data exchange. Primary outcome = moving/s…

0065f00000JcJFSAA3,Torq,Torq-Playbook Orchestrator Migration- Workload,Vickie Ma,Business processes,Control Plane Operations,Medium,TRUE,Doc shows Temporal runs Torq's product — a no-code security-automation orchestration platform for customers (...,,Are they building/operating a platform control plane that provisions/manages other systems/tenants via APIs and policy?,"Doc: ""orchestration platform for no-code workflows ... orchestration of secur...",2,7920,,No-code security-automation platform. Doc: Temporal runs their product orchestrating security …

006UY0000087es9YAA,Palo Alto Networks,PAN - Expand - CASB - Testing Framework/Health Probes,Alex Mark,Infrastructure applications,Infrastructure Automation & CI/CD,High,FALSE,Distributed testing framework / health probes for CASB products; Temporal orchestrates long-running test suites and health checks every 30 min across clusters (cut runs from 7-8h to 15-20m). Outcome is operating/testing softwar...,,"Is the primary outcome shipping/operating infra or software (deploy, provision, upgrade, rotate, rollback)?",Doc: 'Testing framework to support distributed applications where orchestration is needed across multiple products'; 'health checks running every 30 minutes'; 'al...,2,7415.76,,

006UY0000039GDVYA2,Rattle,Rattle - Processing Messages & Periodic Jobs,Zac Bischoff,Business processes,Other,Low,TRUE,"Generic durable-workflow engine: customers define 'workflow' entities in Rattle that map 1:1 to Temporal workflows - cron-scheduled jobs (every 5/15 min, daily) that send messages at set times, plus one-time/webhook-triggered j...",,Doesn't cleanly fit any above; needs a free-text description.,Details: 'Process messages with a delay... Periodic jobs using cron schedules.' Gong: 'customer creates a entity called workflow within rattle... gets translated ...,3,7344,,Sales-execution/revenue-workflow SaaS (web-confirmed no-code workflow builder). Opp = generic durable engine: delayed-message + c…

006UY000004N8VeYAK,Vendasta,Vendasta- Cadence Migration- Workload,Xander Stephens,Business processes,Other,Low,TRUE,"Cadence-to-Temporal migration of their general backend microservices platform (80% done, last 20% in 2024). Doc confirms Temporal powers many parts of their platform across acquisitions; no single product workflow. Migration/pl...",,Doesn't cleanly fit any above; needs a free-text description.,Details: 'moving all of their cadence workload to Temporal. 80% already migrated'. Doc: 'Complete Cadence Migration... Temporal is what powers their backend platf...,2,7200,,"Digital-agency SaaS. Cadence->Temporal migration of general backend platform (80% done), no single product workflow. Migration-co…"

006UY00000KAQYpYAP,Amplitude,Amplitude - Agents (Langley),Chris Essick,AI/ML Orchestration,AI - Agents,Medium,TRUE,"Langley = Amplitude's AI agent product; details say 'AI Agentic- greenfield' and opp name is 'Agents'. Doc: agent chat support, deep research, long-lived agent state. Some tension with AI - Processing Pipelines (supporting asyn...",,"Does an LLM decide what to do next (plan, choose tools/steps) across a multi-step workflow?",Details: 'AI Agentic- greenfield'. Doc 'Agents / Langley': 'AI agent based chat convos support... long-lived agent state (lasting months or more)'.,2,7200,,Langley=Amplitude AI agent product. Doc confirms agent+long-lived state but notes Temporal backs supporting async/index jobs ('no…

006UY00000LAeRVYA1,Adobe,Adobe - AEP - B2B Segmentation Workflow,Tom Kadlick,Workflows,Data Pipelines & ETL,High,FALSE,"Takes customer B2B data, qualifies it against defined segmentation rules, then exports the data for the customer to use. Primary outcome is moving/transforming data between systems (ingest -> qualify/segment -> export), not del...",,"Is the primary outcome moving/transforming data between systems (sync, ingest, transform, load), not delivering a product workflow?","Details: 'take the b2b data, qualifies it against the segmentation... then exports the data for the Adobe customer to use'.",1,7200,,"Adobe Experience Platform feature: ingest B2B data->qualify vs segmentation rules->export. Clean data move/transform, no competin…"

006UY00000LEQTBYA5,ADP,AI - Nudge Engine for ADP Assist,Andrea Siegel,AI/ML Orchestration,AI - Agents,Medium,TRUE,2025 expansion opp: details say embed an 'agentic component for ADP Assist that reached beyond I-9 use cases into payroll processing.' Explicitly agentic (LLM deciding next steps across a multi-step workflow). Built on same Nud...,,"Does an LLM decide what to do next (plan, choose tools/steps) across a multi-step workflow?",Use_Case_Details__c: '...embed components of her team's nudge engine to support an agentic component for ADP Assist that reached beyond I-9 use cases into payroll...,1,7200,,"2025 expansion adding 'agentic component' atop the same Nudge pipeline engine; agentic framing aspirational, Processing-Pipelines…"
